Date/Time (Eastern),Top-of-the-Hour Air Temperature (C),Total Precipitation (mm),Average Solar Radiation (W/m2)

2020-05-17 00:00:00,19.1,0,0
2020-05-17 01:00:00,18.4,0,0
2020-05-17 02:00:00,17.4,0,0
2020-05-17 03:00:00,16.7,0,0
2020-05-17 04:00:00,16.2,0,0
2020-05-17 05:00:00,16.1,0,0
2020-05-17 06:00:00,16.8,0,0
2020-05-17 07:00:00,19,0,23.97
2020-05-17 08:00:00,20.2,0,284.2
2020-05-17 09:00:00,22.6,0,270.5
2020-05-17 10:00:00,24.7,0,797.8
2020-05-17 11:00:00,25.3,0,996
2020-05-17 12:00:00,26.1,0,1270
2020-05-17 13:00:00,27.2,0,311.6
2020-05-17 14:00:00,27.5,0,667.7
2020-05-17 15:00:00,27.1,0,256.8
2020-05-17 16:00:00,28.4,0,250
2020-05-17 17:00:00,27.7,0,708.8
2020-05-17 18:00:00,26.4,0,407.5
2020-05-17 19:00:00,25.4,0,78.75
2020-05-17 20:00:00,24.3,0,0
2020-05-17 21:00:00,23.1,0,0
2020-05-17 22:00:00,22.6,0,0
2020-05-17 23:00:00,21.4,0,0
2020-05-18 00:00:00,20.5,0,0
2020-05-18 01:00:00,19.4,0,0
2020-05-18 02:00:00,18.8,0,0
2020-05-18 03:00:00,18.2,0,0
2020-05-18 04:00:00,18,0,0
2020-05-18 05:00:00,17.8,0,0
2020-05-18 06:00:00,18.1,0,0
2020-05-18 07:00:00,18.7,0,51.36
2020-05-18 08:00:00,19.1,0,106.1
2020-05-18 09:00:00,18.9,0,160.9
2020-05-18 10:00:00,19.6,0,106.1
2020-05-18 11:00:00,22.4,0,325.3
2020-05-18 12:00:00,23.7,0,1133
2020-05-18 13:00:00,22.7,0,585.5
2020-05-18 14:00:00,23.7,0,243.1
2020-05-18 15:00:00,23.3,0,1092
2020-05-18 16:00:00,23.2,0,297.9
2020-05-18 17:00:00,22.9,0,243.1
2020-05-18 18:00:00,21.7,0,188.3
2020-05-18 19:00:00,20.1,0,78.75
2020-05-18 20:00:00,19.4,0,0
2020-05-18 21:00:00,19,0,0
2020-05-18 22:00:00,18.7,0.25,0
2020-05-18 23:00:00,18.7,1.02,0
2020-05-19 00:00:00,18.6,0,0
2020-05-19 01:00:00,18.4,0,0
2020-05-19 02:00:00,18.1,2.79,0
2020-05-19 03:00:00,18,0,0
2020-05-19 04:00:00,17.7,1.78,0
2020-05-19 05:00:00,17.8,4.32,0
2020-05-19 06:00:00,17.6,17.27,0
2020-05-19 07:00:00,17.6,0.51,0
2020-05-19 08:00:00,17.8,0.25,65.06
2020-05-19 09:00:00,17.8,0,188.3
2020-05-19 10:00:00,17.9,0,78.75
2020-05-19 11:00:00,17.1,0,119.8
2020-05-19 12:00:00,16.9,5.08,78.75
2020-05-19 13:00:00,16.5,1.52,92.4
2020-05-19 14:00:00,16.1,0,133.5
2020-05-19 15:00:00,15.8,0.25,78.75
2020-05-19 16:00:00,15.7,0.76,78.75
2020-05-19 17:00:00,15.4,0,65.06
2020-05-19 18:00:00,15.1,0,37.66
2020-05-19 19:00:00,14.8,0,23.97
2020-05-19 20:00:00,14.2,0.25,0
2020-05-19 21:00:00,13.4,0.51,0
2020-05-19 22:00:00,13.3,0,0
2020-05-19 23:00:00,12.9,0.25,0
2020-05-20 00:00:00,12.6,1.02,0
2020-05-20 01:00:00,12.2,1.02,0
2020-05-20 02:00:00,12.2,0.25,0
2020-05-20 03:00:00,12.2,1.27,0
2020-05-20 04:00:00,12.1,8.38,0
2020-05-20 05:00:00,12,3.3,0
2020-05-20 06:00:00,12,0,0
2020-05-20 07:00:00,12.3,0,37.66
2020-05-20 08:00:00,12.5,0,65.06
2020-05-20 09:00:00,12.8,0,65.06
2020-05-20 10:00:00,13.2,0,106.1
2020-05-20 11:00:00,13.4,0,243.1
2020-05-20 12:00:00,13.7,0,215.7
2020-05-20 13:00:00,14,0,174.6
2020-05-20 14:00:00,14.2,0,133.5
2020-05-20 15:00:00,14.7,0,119.8
2020-05-20 16:00:00,14.7,0,71.9
2020-05-20 17:00:00,14.9,1.02,37.66
2020-05-20 18:00:00,15.3,1.78,51.36
2020-05-20 19:00:00,15.6,2.54,23.97
2020-05-20 20:00:00,15.8,1.52,0
2020-05-20 21:00:00,15.8,0.76,0
2020-05-20 22:00:00,15.6,0,0
2020-05-20 23:00:00,15.1,0,0
2020-05-21 00:00:00,14.9,1.02,0
2020-05-21 01:00:00,15.1,1.27,0
2020-05-21 02:00:00,15.1,0.25,0
2020-05-21 03:00:00,15.9,1.27,0
2020-05-21 04:00:00,16.7,2.29,0
2020-05-21 05:00:00,17,1.02,0
2020-05-21 06:00:00,17,0.25,0
2020-05-21 07:00:00,17.4,2.29,0
2020-05-21 08:00:00,18.2,0.25,37.66
2020-05-21 09:00:00,19,1.78,71.9
2020-05-21 10:00:00,20.1,0.76,270.5
2020-05-21 11:00:00,20.1,0,366.3
2020-05-21 12:00:00,20.2,0,160.9
2020-05-21 13:00:00,20.1,0,160.9
2020-05-21 14:00:00,20.9,0,58.2
2020-05-21 15:00:00,20.3,0,78.74
2020-05-21 16:00:00,20.8,0.25,65.05
2020-05-21 17:00:00,20.7,0.25,147.2
2020-05-21 18:00:00,20.5,0,85.6
2020-05-21 19:00:00,20.7,0,37.66
2020-05-21 20:00:00,20.6,0,0
2020-05-21 21:00:00,20.4,0,0
2020-05-21 22:00:00,19.7,0,0
2020-05-21 23:00:00,18.6,0,0
2020-05-22 00:00:00,18,0,0
2020-05-22 01:00:00,16.9,0,0
2020-05-22 02:00:00,16.1,0,0
2020-05-22 03:00:00,15.6,0,0
2020-05-22 04:00:00,15.3,0,0
2020-05-22 05:00:00,14.9,0,0
2020-05-22 06:00:00,14.9,0,0
2020-05-22 07:00:00,15,0,51.36
2020-05-22 08:00:00,15.8,0,160.9
2020-05-22 09:00:00,18.9,0,284.2
2020-05-22 10:00:00,21.5,0,708.7
2020-05-22 11:00:00,23.9,0,859
2020-05-22 12:00:00,25.2,0,983
2020-05-22 13:00:00,26.4,0,921
2020-05-22 14:00:00,26.9,0,1037
2020-05-22 15:00:00,27.1,0,846
2020-05-22 16:00:00,27.8,0,790.9
2020-05-22 17:00:00,17.3,0,558.1
2020-05-22 18:00:00,17.3,14.99,0
2020-05-22 19:00:00,17.2,4.32,0
2020-05-22 20:00:00,16.9,0.51,23.97
2020-05-22 21:00:00,17,0,0
2020-05-22 22:00:00,17,0,0
2020-05-22 23:00:00,16.9,0,0
2020-05-23 00:00:00,16.9,0,0
2020-05-23 01:00:00,17.7,0,0
2020-05-23 02:00:00,18.1,1.02,0
2020-05-23 03:00:00,17.7,0.25,0
2020-05-23 04:00:00,17.6,0,0
2020-05-23 05:00:00,17.7,0,0
2020-05-23 06:00:00,17.7,0,0
2020-05-23 07:00:00,18.2,0,37.66
2020-05-23 08:00:00,18.7,0,106.1
2020-05-23 09:00:00,19.5,0,188.3
2020-05-23 10:00:00,20.5,0,243.1
2020-05-23 11:00:00,22.5,0,448.5
2020-05-23 12:00:00,24.2,0,393.7
2020-05-23 13:00:00,25.8,0,1058
2020-05-23 14:00:00,27.2,0,1106
2020-05-23 15:00:00,28.1,0,914
2020-05-23 16:00:00,28.2,0,777.2
2020-05-23 17:00:00,28.6,0,147.2
2020-05-23 18:00:00,28.8,0,380.1
2020-05-23 19:00:00,28,0,174.6
2020-05-23 20:00:00,23.8,0,37.66
2020-05-23 21:00:00,22.5,0,0
2020-05-23 22:00:00,22.2,0,0
2020-05-23 23:00:00,21.9,0,0
2020-05-24 00:00:00,21.4,0,0
2020-05-24 01:00:00,21.4,0,0
2020-05-24 02:00:00,20.7,0,0
2020-05-24 03:00:00,19.8,0,0
2020-05-24 04:00:00,19.5,0,0
2020-05-24 05:00:00,18.9,0,0
2020-05-24 06:00:00,20,0,0
2020-05-24 07:00:00,22.6,0,92.4
2020-05-24 08:00:00,24.9,0,284.2
2020-05-24 09:00:00,26.4,0,503.3
2020-05-24 10:00:00,27.7,0,599.2
2020-05-24 11:00:00,29.2,0,846
2020-05-24 12:00:00,29.4,0,935
2020-05-24 13:00:00,30.7,0,1024
2020-05-24 14:00:00,31.7,0,901
2020-05-24 15:00:00,28.4,0,1003
2020-05-24 16:00:00,28.5,0,229.4
2020-05-24 17:00:00,28.2,0,414.3
2020-05-24 18:00:00,26.4,0,106.1
2020-05-24 19:00:00,21.2,0,0
2020-05-24 20:00:00,21,0.76,0
2020-05-24 21:00:00,20.4,0.76,0
2020-05-24 22:00:00,20.4,0.51,0
2020-05-24 23:00:00,20,0,0
2020-05-25 00:00:00,19.6,0,0
2020-05-25 01:00:00,19.5,0,0
2020-05-25 02:00:00,19.5,0,0
2020-05-25 03:00:00,19.3,0,0
2020-05-25 04:00:00,19.1,0,0
2020-05-25 05:00:00,19,0,0
2020-05-25 06:00:00,19.1,0,0
2020-05-25 07:00:00,19.2,0,0
2020-05-25 08:00:00,18.7,0,65.06
2020-05-25 09:00:00,18.7,0,51.36
2020-05-25 10:00:00,18.6,0,92.4
2020-05-25 11:00:00,19.4,0,181.5
2020-05-25 12:00:00,20.6,0,174.6
2020-05-25 13:00:00,22.2,0,380.1
2020-05-25 14:00:00,22.8,0,551.3
2020-05-25 15:00:00,22.8,0,380.1
2020-05-25 16:00:00,23.8,0,311.6
2020-05-25 17:00:00,23.7,0,434.8
2020-05-25 18:00:00,22.7,0,208.9
2020-05-25 19:00:00,22.1,0,147.2
2020-05-25 20:00:00,21.2,0,23.97
2020-05-25 21:00:00,20.3,0,0
2020-05-25 22:00:00,19.7,0,0
2020-05-25 23:00:00,19.9,0,0
2020-05-26 00:00:00,20.1,0,0
2020-05-26 01:00:00,20,0,0
2020-05-26 02:00:00,20,0,0
2020-05-26 03:00:00,19.7,0,0
2020-05-26 04:00:00,19.2,0,0
2020-05-26 05:00:00,19.2,0,0
2020-05-26 06:00:00,19,0,0
2020-05-26 07:00:00,19.6,0,23.97
2020-05-26 08:00:00,20.9,0,133.5
2020-05-26 09:00:00,21.7,0,263.6
2020-05-26 10:00:00,22.6,0,489.6
2020-05-26 11:00:00,23,0,469.1
2020-05-26 12:00:00,22.6,0,339
2020-05-26 13:00:00,23.8,0,311.6
2020-05-26 14:00:00,23,0,448.5
2020-05-26 15:00:00,22.3,0,256.8
2020-05-26 16:00:00,22.3,0,133.5
2020-05-26 17:00:00,22.9,0,106.1
2020-05-26 18:00:00,22.1,0,256.8
2020-05-26 19:00:00,20.9,0,133.5
2020-05-26 20:00:00,20.2,0,23.97
2020-05-26 21:00:00,20.1,0,0
2020-05-26 22:00:00,19.7,0,0
2020-05-26 23:00:00,19.5,0,0
2020-05-27 00:00:00,19.6,0,0
2020-05-27 01:00:00,19.4,0,0
2020-05-27 02:00:00,19.3,0,0
2020-05-27 03:00:00,19.3,0,0
2020-05-27 04:00:00,19.4,0,0
2020-05-27 05:00:00,19.3,0,0
2020-05-27 06:00:00,19.1,0,0
2020-05-27 07:00:00,19.2,0,0
2020-05-27 08:00:00,19.5,0.76,51.36
2020-05-27 09:00:00,19.7,0,51.36
2020-05-27 10:00:00,20,0.51,78.75
2020-05-27 11:00:00,20.3,0.25,119.8
2020-05-27 12:00:00,20.5,0.51,133.5
2020-05-27 13:00:00,20.5,1.27,106.1
2020-05-27 14:00:00,20.6,4.32,65.06
2020-05-27 15:00:00,20.9,5.84,37.66
2020-05-27 16:00:00,21,8.64,140.4
2020-05-27 17:00:00,21.6,6.1,92.4
2020-05-27 18:00:00,22.2,3.81,0
2020-05-27 19:00:00,22.6,3.3,0
2020-05-27 20:00:00,22.8,1.52,0
2020-05-27 21:00:00,22.3,0.25,0
2020-05-27 22:00:00,21.1,0.25,0
2020-05-27 23:00:00,20.7,0,0
2020-05-28 00:00:00,20.5,0,0
2020-05-28 01:00:00,20.3,0,0
2020-05-28 02:00:00,19.9,0,0
2020-05-28 03:00:00,20.1,0,0
2020-05-28 04:00:00,19.9,0,0
2020-05-28 05:00:00,19.9,0,0
2020-05-28 06:00:00,20.2,0,0
2020-05-28 07:00:00,20.9,0,51.36
2020-05-28 08:00:00,22.1,0,119.8
2020-05-28 09:00:00,22.8,0,147.2
2020-05-28 10:00:00,23.7,0,85.6
2020-05-28 11:00:00,26,0,393.8
2020-05-28 12:00:00,27.2,0,1188
2020-05-28 13:00:00,28.7,0,421.2
2020-05-28 14:00:00,29.1,0,311.6
2020-05-28 15:00:00,28,0,811
2020-05-28 16:00:00,22.3,0,51.36
2020-05-28 17:00:00,23.6,10.41,51.36
2020-05-28 18:00:00,23,0,373.2
2020-05-28 19:00:00,22.3,0,37.66
2020-05-28 20:00:00,21.6,0,0
2020-05-28 21:00:00,22,0,0
2020-05-28 22:00:00,22.4,0,0
2020-05-28 23:00:00,22.1,0,0
2020-05-29 00:00:00,21.6,0,0
2020-05-29 01:00:00,21.5,0,0
2020-05-29 02:00:00,21.7,0,0
2020-05-29 03:00:00,22.1,0,0
2020-05-29 04:00:00,22.1,0.25,0
2020-05-29 05:00:00,22.1,1.27,0
2020-05-29 06:00:00,22.1,0,0
2020-05-29 07:00:00,22.3,0,23.97
2020-05-29 08:00:00,22.6,0,23.97
2020-05-29 09:00:00,21.4,0.76,106.1
2020-05-29 10:00:00,21.4,2.03,37.66
2020-05-29 11:00:00,22.9,1.27,160.9
2020-05-29 12:00:00,25.6,0,393.8
2020-05-29 13:00:00,25.7,0,448.5
2020-05-29 14:00:00,20.1,0,78.75
2020-05-29 15:00:00,21.8,16,MV
2020-05-29 16:00:00,22.8,1.52,421.2
2020-05-29 17:00:00,22.5,0.25,256.8
2020-05-29 18:00:00,22.9,0,78.75
2020-05-29 19:00:00,22.7,0,106.1
2020-05-29 20:00:00,22.7,0,0
2020-05-29 21:00:00,21.6,0,0
2020-05-29 22:00:00,21.2,0,0
2020-05-29 23:00:00,20.8,0,0
2020-05-30 00:00:00,20.4,0,0
2020-05-30 01:00:00,20.4,0,0
2020-05-30 02:00:00,20.3,0,0
2020-05-30 03:00:00,20.2,0,0
2020-05-30 04:00:00,20.2,0,0
2020-05-30 05:00:00,19.9,0,0
2020-05-30 06:00:00,20.2,0,0
2020-05-30 07:00:00,20.9,0,23.97
2020-05-30 08:00:00,22.3,0,92.4
2020-05-30 09:00:00,24.2,0,215.7
2020-05-30 10:00:00,24.2,0,853
2020-05-30 11:00:00,25.3,MV
2020-05-30 12:00:00,MV
2020-05-30 13:00:00,MV
2020-05-30 14:00:00,29.1,MV
2020-05-30 15:00:00,28.6,MV
2020-05-30 16:00:00,MV
2020-05-30 17:00:00,MV
2020-05-30 18:00:00,MV
2020-05-30 19:00:00,MV
2020-05-30 20:00:00,MV
2020-05-30 21:00:00,MV
2020-05-30 22:00:00,MV
2020-05-30 23:00:00,MV
2020-05-31 00:00:00,MV
2020-05-31 01:00:00,MV
2020-05-31 02:00:00,MV
2020-05-31 03:00:00,MV
2020-05-31 04:00:00,MV
2020-05-31 05:00:00,MV
2020-05-31 06:00:00,MV
2020-05-31 07:00:00,MV
2020-05-31 08:00:00,MV
2020-05-31 09:00:00,MV
2020-05-31 10:00:00,MV
2020-05-31 11:00:00,MV
2020-05-31 12:00:00,MV
2020-05-31 13:00:00,MV
2020-05-31 14:00:00,MV
2020-05-31 15:00:00,MV
2020-05-31 16:00:00,MV
2020-05-31 17:00:00,MV
2020-05-31 18:00:00,MV
2020-05-31 19:00:00,MV
2020-05-31 20:00:00,MV
2020-05-31 21:00:00,18.3,MV
2020-05-31 22:00:00,18,MV
2020-05-31 23:00:00,MV
2020-06-01 00:00:00,MV
2020-06-01 01:00:00,MV
2020-06-01 02:00:00,MV
2020-06-01 03:00:00,MV
2020-06-01 04:00:00,MV
2020-06-01 05:00:00,MV
2020-06-01 06:00:00,MV
2020-06-01 07:00:00,MV
2020-06-01 08:00:00,17.3,MV
2020-06-01 09:00:00,19,0,530.7
2020-06-01 10:00:00,20.8,0,736.2
2020-06-01 11:00:00,21.5,0,900
2020-06-01 12:00:00,22.1,0,1010
2020-06-01 13:00:00,22.5,0,1065
2020-06-01 14:00:00,22.5,0,1051
2020-06-01 15:00:00,MV
2020-06-01 16:00:00,25.1,MV
2020-06-01 17:00:00,24.9,0,626.6
2020-06-01 18:00:00,24.4,0,421.2
2020-06-01 19:00:00,21.2,0,188.3
2020-06-01 20:00:00,18.8,0,71.9
2020-06-01 21:00:00,17.9,0,0
2020-06-01 22:00:00,17,0,0
2020-06-01 23:00:00,15.6,0,0
2020-06-02 00:00:00,16.3,0,0
2020-06-02 01:00:00,16,0,0
2020-06-02 02:00:00,15.8,0,0
2020-06-02 03:00:00,15.4,0,0
2020-06-02 04:00:00,15.1,0,0
2020-06-02 05:00:00,15.2,0,0
2020-06-02 06:00:00,15.8,0,0
2020-06-02 07:00:00,18.2,0,147.2
2020-06-02 08:00:00,18.2,0,297.9
2020-06-02 09:00:00,MV
2020-06-02 10:00:00,24,MV
2020-06-02 11:00:00,24.7,0,873
2020-06-02 12:00:00,26.3,0,1065
2020-06-02 13:00:00,27.3,0,1010
2020-06-02 14:00:00,28.2,0,1010
2020-06-02 15:00:00,27.7,0,352.7
2020-06-02 16:00:00,28,0,846
2020-06-02 17:00:00,27.9,0,585.5
2020-06-02 18:00:00,27,0,421.2
2020-06-02 19:00:00,25.5,0,195.2
2020-06-02 20:00:00,24,0,51.36
2020-06-02 21:00:00,23.1,0,0
2020-06-02 22:00:00,22.6,0,0
2020-06-02 23:00:00,21.8,0,0
2020-06-03 00:00:00,21.6,0,0
2020-06-03 01:00:00,20.7,0,0
2020-06-03 02:00:00,20.1,0,0
2020-06-03 03:00:00,19.2,0,0
2020-06-03 04:00:00,18.7,0,0
2020-06-03 05:00:00,18.3,0,0
2020-06-03 06:00:00,18.6,0,0
2020-06-03 07:00:00,20.4,0,106.1
2020-06-03 08:00:00,22.5,0,297.9
2020-06-03 09:00:00,24.5,0,517
2020-06-03 10:00:00,26.3,0,708.8
2020-06-03 11:00:00,28,0,859
2020-06-03 12:00:00,29.1,0,969
2020-06-03 13:00:00,29.8,0,1010
2020-06-03 14:00:00,30.3,0,1010
2020-06-03 15:00:00,31,0,928
2020-06-03 16:00:00,30.8,0,736.2
2020-06-03 17:00:00,29.8,0,626.6
2020-06-03 18:00:00,29.3,0,256.8
2020-06-03 19:00:00,28.1,0,188.3
2020-06-03 20:00:00,26.4,0,44.51
2020-06-03 21:00:00,25.5,0,0
2020-06-03 22:00:00,24.5,0,0
2020-06-03 23:00:00,24.1,0,0
2020-06-04 00:00:00,23.5,0,0
2020-06-04 01:00:00,23,0,0
2020-06-04 02:00:00,22.3,0,0
2020-06-04 03:00:00,21.6,0,0
2020-06-04 04:00:00,20.8,0,0
2020-06-04 05:00:00,20.3,0,0
2020-06-04 06:00:00,20.5,0,0
2020-06-04 07:00:00,22.6,0,119.8
2020-06-04 08:00:00,24.7,0,297.9
2020-06-04 09:00:00,25.6,0,503.3
2020-06-04 10:00:00,27.4,0,708.8
2020-06-04 11:00:00,29.4,0,859
2020-06-04 12:00:00,30.1,0,969
2020-06-04 13:00:00,30.8,0,1106
2020-06-04 14:00:00,31.1,0,1133
2020-06-04 15:00:00,30.4,0,983
2020-06-04 16:00:00,30.2,0,790.9
2020-06-04 17:00:00,29.3,0,654
2020-06-04 18:00:00,28,0,407.5
2020-06-04 19:00:00,26.6,0,147.2
2020-06-04 20:00:00,25.1,0,51.36
2020-06-04 21:00:00,23.7,0,0
2020-06-04 22:00:00,22.5,0,0
2020-06-04 23:00:00,21.6,0,0
2020-06-05 00:00:00,20.8,0,0
2020-06-05 01:00:00,21.1,0,0
2020-06-05 02:00:00,21.2,0,0
2020-06-05 03:00:00,21.2,0,0
2020-06-05 04:00:00,20.2,0,0
2020-06-05 05:00:00,20.6,0.25,0
2020-06-05 06:00:00,20.1,0.25,0
2020-06-05 07:00:00,20.4,0.51,23.97
2020-06-05 08:00:00,22.2,0.51,119.8
2020-06-05 09:00:00,24.6,0,311.6
2020-06-05 10:00:00,25.1,0.25,270.5
2020-06-05 11:00:00,25.4,0,1147
2020-06-05 12:00:00,26.8,0,188.3
2020-06-05 13:00:00,27.3,0,339
2020-06-05 14:00:00,27.9,0,708.8
2020-06-05 15:00:00,28.8,0,311.6
2020-06-05 16:00:00,28.9,0,901
2020-06-05 17:00:00,29.2,0,243.1
2020-06-05 18:00:00,27.2,0,462.2
2020-06-05 19:00:00,26.1,0,78.75
2020-06-05 20:00:00,25,0,37.66
2020-06-05 21:00:00,23.8,0,0
2020-06-05 22:00:00,23.6,0,0
2020-06-05 23:00:00,22.7,0,0
2020-06-06 00:00:00,22,0,0
2020-06-06 01:00:00,21.4,0,0
2020-06-06 02:00:00,21.4,0,0
2020-06-06 03:00:00,20.9,0,0
2020-06-06 04:00:00,20.6,0,0
2020-06-06 05:00:00,21,0,0
2020-06-06 06:00:00,21.7,0,0
2020-06-06 07:00:00,22.4,0,65.06
2020-06-06 08:00:00,23.5,0,147.2
2020-06-06 09:00:00,25.5,0,407.5
2020-06-06 10:00:00,27.3,0,421.2
2020-06-06 11:00:00,27.8,0,784.1
2020-06-06 12:00:00,29,0,969
2020-06-06 13:00:00,29.5,0,715.6
2020-06-06 14:00:00,29.9,0,736.2
2020-06-06 15:00:00,30.2,0,805
2020-06-06 16:00:00,30.1,0,749.9
2020-06-06 17:00:00,30.1,0,503.3
2020-06-06 18:00:00,28.7,0,215.7
2020-06-06 19:00:00,27.3,0,160.9
2020-06-06 20:00:00,25.9,0,37.66
2020-06-06 21:00:00,25.1,0,0
2020-06-06 22:00:00,24.2,0,0
2020-06-06 23:00:00,23.7,0,0
2020-06-07 00:00:00,23.2,0,0
2020-06-07 01:00:00,22.8,0,0
2020-06-07 02:00:00,22.6,0,0
2020-06-07 03:00:00,22.1,0,0
2020-06-07 04:00:00,21.7,0,0
2020-06-07 05:00:00,21.8,0,0
2020-06-07 06:00:00,22.1,0,0
2020-06-07 07:00:00,23.1,0,92.4
2020-06-07 08:00:00,25,0,188.3
2020-06-07 09:00:00,26.4,0,325.3
2020-06-07 10:00:00,28.8,0,517
2020-06-07 11:00:00,29.3,0,503.3
2020-06-07 12:00:00,30.4,0,462.2
2020-06-07 13:00:00,31.6,0,1161
2020-06-07 14:00:00,31,0,1175
2020-06-07 15:00:00,30.8,0,983
2020-06-07 16:00:00,30.5,0,860
2020-06-07 17:00:00,30.8,0,133.6
2020-06-07 18:00:00,29.2,0,380.1
2020-06-07 19:00:00,27.6,0,65.06
2020-06-07 20:00:00,25.4,0,23.97
2020-06-07 21:00:00,25.2,0,0
2020-06-07 22:00:00,24.7,0,0
2020-06-07 23:00:00,24,0,0
2020-06-08 00:00:00,23.2,0,0
2020-06-08 01:00:00,22.6,0,0
2020-06-08 02:00:00,22.5,0,0
2020-06-08 03:00:00,21.7,0,0
2020-06-08 04:00:00,21.4,0,0
2020-06-08 05:00:00,20.9,0,0
2020-06-08 06:00:00,21.5,0,0
2020-06-08 07:00:00,22.2,0,106.1
2020-06-08 08:00:00,23.4,0,51.36
2020-06-08 09:00:00,24.8,0,297.9
2020-06-08 10:00:00,26.4,0,462.2
2020-06-08 11:00:00,27.3,0,1120
2020-06-08 12:00:00,28.3,0,1174
2020-06-08 13:00:00,28.4,0,434.8
2020-06-08 14:00:00,28.7,0,380.1
2020-06-08 15:00:00,26.6,0,270.5
2020-06-08 16:00:00,29,0,106.1
2020-06-08 17:00:00,29,0,407.5
2020-06-08 18:00:00,27.6,0,380.1
2020-06-08 19:00:00,26.2,0,106.1
2020-06-08 20:00:00,25,0,23.97
2020-06-08 21:00:00,23.5,0,0
2020-06-08 22:00:00,23.2,0,0
2020-06-08 23:00:00,23.1,0,0
2020-06-09 00:00:00,23.1,0,0
2020-06-09 01:00:00,22.9,0,0
2020-06-09 02:00:00,22.6,0,0
2020-06-09 03:00:00,22.6,0,0
2020-06-09 04:00:00,22.8,0,0
2020-06-09 05:00:00,22.8,0,0
2020-06-09 06:00:00,22.6,0,0
2020-06-09 07:00:00,22.6,0,0
2020-06-09 08:00:00,22.9,0,51.36
2020-06-09 09:00:00,23.8,0,92.4
2020-06-09 10:00:00,26,0,160.9
2020-06-09 11:00:00,27.7,0,434.8
2020-06-09 12:00:00,29.3,0,393.8
2020-06-09 13:00:00,30.3,0,1174
2020-06-09 14:00:00,31,0,311.6
2020-06-09 15:00:00,31.1,0,1216
2020-06-09 16:00:00,30.9,0,318.5
2020-06-09 17:00:00,30.4,0,339
2020-06-09 18:00:00,27.5,0,318.5
2020-06-09 19:00:00,26.6,0,78.75
2020-06-09 20:00:00,25,0,65.06
2020-06-09 21:00:00,24,0,0
2020-06-09 22:00:00,23.4,0,0
2020-06-09 23:00:00,23.9,0,0
2020-06-10 00:00:00,24.1,0,0
2020-06-10 01:00:00,23.9,0,0
2020-06-10 02:00:00,23.9,0,0
2020-06-10 03:00:00,23.2,0,0
2020-06-10 04:00:00,22.8,0,0
2020-06-10 05:00:00,22.6,0,0
2020-06-10 06:00:00,22.7,0,0
2020-06-10 07:00:00,23.4,0,37.66
2020-06-10 08:00:00,24.4,0,160.9
2020-06-10 09:00:00,26.8,0,174.6
2020-06-10 10:00:00,28.1,0,393.8
2020-06-10 11:00:00,28.9,0,544.4
2020-06-10 12:00:00,30.1,0,914
2020-06-10 13:00:00,30.8,0,612.9
2020-06-10 14:00:00,29.7,0,1147
2020-06-10 15:00:00,31.2,0,174.6
2020-06-10 16:00:00,30.6,0,873
2020-06-10 17:00:00,29.8,0,654
2020-06-10 18:00:00,28.8,0,133.6
2020-06-10 19:00:00,22.3,0,37.67
2020-06-10 20:00:00,22.8,5.08,23.97
2020-06-10 21:00:00,22.9,2.79,0
2020-06-10 22:00:00,23.3,0,0
2020-06-10 23:00:00,23.5,0.25,0
2020-06-11 00:00:00,23.6,0,0
2020-06-11 01:00:00,23.5,0,0
2020-06-11 02:00:00,23.5,0,0
2020-06-11 03:00:00,22.3,0,0
2020-06-11 04:00:00,22,16,0
2020-06-11 05:00:00,22.5,7.37,0
2020-06-11 06:00:00,22.7,0,0
2020-06-11 07:00:00,22.8,0,23.97
2020-06-11 08:00:00,23.5,0,37.66
2020-06-11 09:00:00,23.8,0,243.1
2020-06-11 10:00:00,25.1,1.27,229.4
2020-06-11 11:00:00,26.2,0,352.7
2020-06-11 12:00:00,28.2,0,654
2020-06-11 13:00:00,28.6,0,1085
2020-06-11 14:00:00,29.2,0,448.5
2020-06-11 15:00:00,29.7,0,763.6
2020-06-11 16:00:00,27.1,0,380.1
2020-06-11 17:00:00,25.8,0,174.6
2020-06-11 18:00:00,25.4,0,174.6
2020-06-11 19:00:00,24.8,0,106.1
2020-06-11 20:00:00,24.6,0,37.66
2020-06-11 21:00:00,24.5,0,0
2020-06-11 22:00:00,21.2,0,0
2020-06-11 23:00:00,21,6.6,0
2020-06-12 00:00:00,21.1,10.67,0
2020-06-12 01:00:00,20.7,0,0
2020-06-12 02:00:00,20.8,0,0
2020-06-12 03:00:00,20.6,0,0
2020-06-12 04:00:00,19.4,0,0
2020-06-12 05:00:00,19.1,0,0
2020-06-12 06:00:00,18.9,0,0
2020-06-12 07:00:00,20.4,0,106.1
2020-06-12 08:00:00,21.7,0,311.6
2020-06-12 09:00:00,22.5,0,530.7
2020-06-12 10:00:00,23.2,0,407.5
2020-06-12 11:00:00,26,0,434.8
2020-06-12 12:00:00,26.7,0,901
2020-06-12 13:00:00,27.4,0,1024
2020-06-12 14:00:00,27.6,0,1051
2020-06-12 15:00:00,27.4,0,942
2020-06-12 16:00:00,27.7,0,832
2020-06-12 17:00:00,27,0,640.3
2020-06-12 18:00:00,27.5,0,448.5
2020-06-12 19:00:00,25.5,0,270.5
2020-06-12 20:00:00,23.1,0,78.75
2020-06-12 21:00:00,22,0,0
